Código,Nome,Nome Comercial,Marca,Categoria,Qtd Disponível,Unidade,Status,Pedidos por:
7391650,LUVA PARA PROCEDIMENTO (226181),-,MEDIX,Médico-Hospitalar,1510000.0,un,disponivel,Almox
8354340,LUVA PARA PROCEDIMENTO (226181),-,MEDIX,Médico-Hospitalar,220000.0,un,disponivel,Almox
6215661,LUVA PARA PROCEDIMENTO (226181),-,MEDIX,Médico-Hospitalar,770000.0,un,disponivel,Almox
6215696,LUVA PARA PROCEDIMENTO (226181),-,MEDIX,Médico-Hospitalar,2310000.0,un,disponivel,Almox
6215688,LUVA PARA PROCEDIMENTO (226181),-,MEDIX,Médico-Hospitalar,970000.0,un,disponivel,Almox
8615837,LUVA PARA PROCEDIMENTO (226181),-,MEDIX,Médico-Hospitalar,660000.0,un,disponivel,Almox
8417482,LUVA PARA PROCEDIMENTO (226181),-,MEDIX,Médico-Hospitalar,1910000.0,un,disponivel,Almox
8380791,LUVA PARA PROCEDIMENTO (226181),-,MEDIX,Médico-Hospitalar,1740000.0,un,disponivel,Almox
9061746,LUVA PARA PROCEDIMENTO (226181),-,MEDIX,Médico-Hospitalar,2210000.0,un,disponivel,Almox
8054002,"LUVA PARA PROCEDIMENTO, TAMANHO MEDIA, TALCADA, NAO ESTERIL, LATEX",-,MEDIX,Médico-Hospitalar,0.0,un,disponivel,Almox
6215653,"LUVA PARA PROCEDIMENTO, TAMANHO PEQUENA, NÃO TALCADA, NAO ESTERIL, LATEX",-,MEDIX,Médico-Hospitalar,0.0,un,disponivel,Almox
8917779,LUVA PLASTICA DESCARTAVEL (267945),-,-,Médico-Hospitalar,2570000.0,FOB,disponivel,Almox
MAT003,Luvas cirurgicas M,-,-,Médico-Hospitalar,200.0,CAIXA,disponivel,Almox
2218232,LÂMINA PARA ESTILETE (11045),-,-,Papelaria,170000.0,FOB,disponivel,Almox
8396698,MASCARA CIRURGICA DESCARTAVEL (226084),-,REALDESC,Descartáveis médico-hospitalar,4410000.0,un,disponivel,Almox
8364427,MATERIAL DE MOLDAGEM ODONTOLOGICO (497266),IMPREGUM SOFT,3M SOLVENTRUM,Odontológico,60000.0,un,disponivel,Almox
6188664,MATRIZ ODONTO TIRA 5 MM,MATRIZ ODONTO TIRA 5 MM,MAQUIRA,Odontológico,0.0,un,disponivel,Almox
6188680,MATRIZ PARA ODONTOLOGIA (276677),MATRIZ ODONTO TIRA 7 MM,MAQUIRA,Odontológico,40000.0,un,disponivel,Almox
5774365,MEDICAMENTOS GERAIS DE USO HUMANO (270962),-,FARMARIN,Médico-Hospitalar,7170000.0,un,disponivel,Almox
5898137,MEDICAMENTOS GERAIS DE USO HUMANO (270962),-,VICPHARMA,Limpeza,200000.0,un,disponivel,Almox
8415412,MICROBRUSH EXTRA FINO,MICROBRUSH EXTRA FINO,KG SORENSEN,Odontológico,0.0,un,disponivel,e-mail padronizados@fob.usp.br
7293437,MIDIA CD-R (353469),-,-,Informática,3630000.0,FOB,disponivel,Almox
9707778,MIDIA DVD (354465),-,-,Informática,580000.0,FOB,disponivel,Almox
7278942,"MONITOR DE VIDEO POLICROMATICO, WIDESCREN 24 POLEGADAS, 1920 X 1080",-,-,Informática,0.0,un,disponivel,Almox
8624887,"MONITOR DE VIDEO TECNOLOGIA LED, 27""",-,-,Informática,0.0,un,disponivel,Almox
8201099,"MOUSE OPTICO 2 BOTOES COM SCROLL, NA COR PRETA, 1000 DPI, USB",-,-,Informática,0.0,un,disponivel,Almox
7295707,"NO-BREAK TECNOLOGIA ON-LINE, 3200VA, BIVOLT AUTOMATICO",-,-,Informática,0.0,un,disponivel,Almox
8511756,"NO-BREAK, MICROPROCESSADO, UPS, 3 KVA",-,-,Informática,0.0,un,disponivel,Almox
9227768,"NO-BREAK, ON-LINE, 1500 VA",-,-,Informática,0.0,un,disponivel,Almox
Código Bem,Nome usual,-,-,Informática,0.0,un,disponivel,Almox
8384550,OLEO MINERAL PARA ODONTOLOGIA (228095),ÓLEO LUBRIFICANTE CANETA ALTA,MAQUIRA,Odontológico,290000.0,un,disponivel,Almox
8901635,OPUS BULK FILL APS (A2),OPUS BULK FILL APS (A2),FGM,Odontológico,0.0,un,disponivel,Almox
8901643,OPUS BULK FILL APS (A3),OPUS BULK FILL APS (A3),FGM,Odontológico,0.0,un,disponivel,Almox
9015795,PANO MULTI-USO (348635),-,INOVEN,Limpeza,790000.0,un,disponivel,Almox
9433422,PAPACARIE,PAPACARIE,ALLPLAN,Odontológico,0.0,un,disponivel,e-mail padronizados@fob.usp.br
7984065,PAPEL ALUMINIO (350320),-,VABENE,Gêneros alimentícios e copa,870000.0,un,disponivel,Almox
9639594,PAPEL HIGIENICO P/DISPENSER DE 1ªQUALIDADE (218529),-,DADU,Descartáveis Higiene e Limpeza,3610000.0,un,disponivel,Almox
8366632,PAPEL HIGIÊNICO-FOLHA DUPLA (541150),-,BOB/CVG,Descartáveis Higiene e Limpeza,12780000.0,un,disponivel,Almox
8595259,PAPEL KRAFT PURO (350168),-,NIPEL,Papelaria,20000.0,un,disponivel,e-mail padronizados@fob.usp.br
5626757,PAPEL SULFITE DE PAPELARIA (220540),-,ONE-SUZANO,Papelaria,1730000.0,un,disponivel,Almox
1800884,PARAMONO-CLORO-FENOL-CANFORADO (6530),-,-,Odontológico,40000.0,FOB,disponivel,Almox
10176993,PARAMONOCLOROFENOL CANFORADO (224340),PARAMONO,BIODINAMICA,Odontológico,70000.0,un,disponivel,Almox
8558990,PASTA C/ ABA E ELASTICO (PAPELAO) (220752),-,ICC,Papelaria,10000.0,un,disponivel,Almox
8420696,PASTA C/ ABA E ELASTICO (PAPELAO) (220752),-,-,Papelaria,1000000.0,FOB,disponivel,Almox
9683372,PASTA C/ABA E ELASTICO (PLASTICO) (221120),-,ACP,Papelaria,570000.0,un,disponivel,e-mail padronizados@fob.usp.br
8293104,PASTA EM L (220701),-,ACP,Papelaria,350000.0,un,disponivel,Almox
5720508,PASTA PARA POLIMENTO (234044),PASTA POLIMENTO DIAMANTADA,FGM DIAMOND EXCEL,Odontológico,150000.0,un,disponivel,Almox
8332231,PASTA PROFILATICA (223816),PASTA PROFILÁTICA,ALLPLAN,Odontológico,260000.0,un,disponivel,Almox
8003653,PASTA ZINCO ENOLICA (235954),-,-,Odontológico,150000.0,FOB,disponivel,Almox
541150,PASTAS PARA DOCUMENTOS (9334),-,-,Papelaria,310000.0,FOB,disponivel,Almox
590606,PASTAS PARA DOCUMENTOS (9334),-,-,Papelaria,70000.0,FOB,disponivel,Almox
8711356,PERFURADOR PARA PAPEL (221023),-,YINS,Papelaria,40000.0,un,disponivel,Almox
2315246,PERFURADORES PARA PAPEIS (10570),-,-,Papelaria,230000.0,FOB,disponivel,Almox
9629998,PILHA (327808),-,FLEXGOLD,Papelaria,1550000.0,un,disponivel,Almox
8603642,PILHA (327808),-,FLEXGOLD,Papelaria,300000.0,un,disponivel,Almox
6798365,PILHA (327808),-,FLEXGOLD,Papelaria,1620000.0,un,disponivel,Almox
9652442,PILHA (327808),-,FLEXGOLD,Papelaria,320000.0,un,disponivel,Almox
8752303,PINCEL P/ QUADRO BRANCO (219959),-,LYKE,Papelaria,120000.0,un,disponivel,Almox
8752311,PINCEL P/ QUADRO BRANCO (219959),-,LYKE,Papelaria,120000.0,un,disponivel,Almox
8752320,PINCEL P/ QUADRO BRANCO (219959),-,LYKE,Papelaria,100000.0,un,disponivel,Almox
8752338,PINCEL P/ QUADRO BRANCO (219959),-,LYKE,Papelaria,120000.0,un,disponivel,Almox
9191038,PINO P/USO ODONTOLOGICO (236063),PINO FIBRA DE VIDRO NR 1,ANGELUS,Odontológico,30000.0,un,disponivel,e-mail padronizados@fob.usp.br
9186360,PINO P/USO ODONTOLOGICO (236063),PINO FIBRA DE VIDRO NR 2,ANGELUS,Odontológico,70000.0,un,disponivel,e-mail padronizados@fob.usp.br
9186379,PINO P/USO ODONTOLOGICO (236063),PINO FIBRA DE VIDRO NR 3,ANGELUS,Odontológico,40000.0,un,disponivel,e-mail padronizados@fob.usp.br
8565414,"PLACA DE REDE WIRELESS, BARRAMENTO PCI-EXPRESS, 2.4GHZ/ 5GHZ",-,-,Informática,0.0,un,disponivel,Almox
8715483,PONTA PARA SUGADOR ODONTOLOGICO (224200),PONTA SUGADOR CIRÚRGICO,MAQUIRA,Odontológico,250000.0,un,disponivel,Almox
8979820,PONTA PARA SUGADOR ODONTOLOGICO (224200),PONTA SUGADOR DESCARTÁVEL,SS PLUS,Odontológico,1650000.0,un,disponivel,Almox
10208925,PONTAS PARA USO ODONTOLOGICO (235113),-,-,Odontológico,460000.0,FOB,disponivel,Almox
9165177,"PORTA FITA ADESIVA,MESA,2 E 1-, FITA PEQUENA E GRANDE",-,LYKE,Papelaria,0.0,un,disponivel,e-mail padronizados@fob.usp.br
8877874,"PORTA FOLHA,PS,CRISTAL TRANSPARENTE,A4,SANDUICHE,PAREDE,VERTICAL",-,WALEU,Papelaria,0.0,un,disponivel,e-mail padronizados@fob.usp.br
8838666,PRANCHETA PORTATIL (219762),-,NOVACRIL,Papelaria,90000.0,un,disponivel,e-mail padronizados@fob.usp.br
8404259,PRODUTOS E MATERIAIS PARA LABORATORIO DE PROTESE (539856),ANTIBOLHA,KOTA,Odontológico,100000.0,un,disponivel,Almox
8901716,PRODUTOS E MATERIAIS PARA LABORATORIO DE PROTESE (539856),UNIVERSAL TRAY ADHESIVE,ZHERMACK,Odontológico,70000.0,un,disponivel,e-mail padronizados@fob.usp.br
8901651,PRODUTOS E MATERIAIS PARA LABORATORIO DE PROTESE (539856),-,-,Odontológico,50000.0,FOB,disponivel,Almox
8296472,PROTETOR DE EQUIPAMENTOS ODONTOLOGICOS (275506),-,-,Odontológico,1510000.0,FOB,disponivel,Almox
8296480,"PROTETOR EQUIPAMENTO ODONTOLÓGICO REFLETOR, TNT 30/M2,BRANCO,9X45CM,DESCARTAVÉL",-,SUPRIMED,Descartáveis médico-hospitalar,0.0,un,disponivel,Almox
MAT002,Papel sulfite A4,-,-,Médico-Hospitalar,45.0,RESMA,disponivel,Almox
7826150,"QUADRO DE AVISO EM CORTICA,(1,00 X 0,70)M,C/MOLDURA EM ALUMINIO",-,ART TOP,Papelaria,0.0,un,disponivel,e-mail padronizados@fob.usp.br
9687556,"QUADRO DE AVISO, FELTRO VERDE, 1,50 X 0,80M",-,ART TOP,Papelaria,0.0,un,disponivel,e-mail padronizados@fob.usp.br
9438378,"QUADRO NÃO MAGNETICO,FIBRA MAD,BCO,MOLD.ALUMIN.,(2,0X1,2)M,C/FIXACAO",-,ART TOP,Papelaria,0.0,un,disponivel,e-mail padronizados@fob.usp.br
9687505,RECADO AUTO ADESIVO (219983),-,COLEFACIL,Papelaria,260000.0,un,disponivel,e-mail padronizados@fob.usp.br
7859155,RECADO AUTO ADESIVO (219983),-,COLEFACIL,Papelaria,590000.0,un,disponivel,e-mail padronizados@fob.usp.br
10012931,"RECIPIENTE PARA LIXO ,30 LITROS, (32X42X48)CM C/TAMPA, BRANCA",-,JSN,Limpeza,0.0,un,disponivel,Almox
8647798,RECIPIENTE PARA LIXO 15 LITROS,-,ARQPLAST,Limpeza,0.0,un,disponivel,Almox
8896623,REEMBASADOR PARA PROTESE (247189),COE SOFT,GC,Odontológico,130000.0,un,disponivel,Almox
10023925,REEMBASADOR PARA PROTESE (247189),COE CONFORT,GC,Odontológico,40000.0,un,disponivel,Almox
9816267,"REGUA DE USO ESCOLAR/ESCRITORIO,RETA,PS,30CM,CENTIM./MILIM.CRISTAL",-,ORDER,Papelaria,0.0,un,disponivel,Almox
6617190,RESINA ACRILICA PARA ODONTOLOGIA (314498),RESINA ACRÍLICA AUTO LÍQUIDA,CLASSICO JET,Odontológico,150000.0,un,disponivel,Almox
6617204,RESINA ACRILICA PARA ODONTOLOGIA (314498),RESINA ACRÍLICA AUTO PÓ,CLASSICO JET,Odontológico,70000.0,un,disponivel,Almox
6617506,RESINA ACRILICA PARA ODONTOLOGIA (314498),RESINA ACRÍLICA TERMO PÓ,CLASSICO  JET,Odontológico,490000.0,un,disponivel,Almox
6617620,RESINA ACRILICA PARA ODONTOLOGIA (314498),RESINA ACRÍLICA TERMO LÍQUIDA,CLASSICO JET,Odontológico,210000.0,un,disponivel,Almox
6617298,RESINA ACRILICA PARA ODONTOLOGIA (314498),RESINA ACRÍLICA COR 65,CLASSICO DENCOR,Odontológico,180000.0,un,disponivel,Almox
6617387,RESINA ACRILICA PARA ODONTOLOGIA (314498),RESINA ACRÍLICA COR 62,CLASSICO DENCOR,Odontológico,80000.0,un,disponivel,Almox
6617395,RESINA ACRILICA PARA ODONTOLOGIA (314498),RESINA ACRÍLICA COR 66,CLASSICO DENCOR,Odontológico,20000.0,un,disponivel,Almox
6617409,RESINA ACRILICA PARA ODONTOLOGIA (314498),DURALAY,RELIANCE,Odontológico,180000.0,un,disponivel,Almox
8324670,RESINA ACRILICA PARA ODONTOLOGIA (314498),DENCOR,CLASSICO,Odontológico,150000.0,un,disponivel,Almox
9782532,RESINA COMPOSTA ULTRADENT,RESINA COMPOSTA ULTRADENT,FORMA EA2,Odontológico,0.0,un,disponivel,Almox
5948487,RESINA COMPOSTA ULTRADENT,RESINA COMPOSTA ULTRADENT,FORMA EA3,Odontológico,0.0,un,disponivel,Almox
6162436,RESINA FOTOPOLIMERIZAVEL (255424),-,-,Odontológico,40000.0,FOB,disponivel,Almox
8979944,RESINA FOTOPOLIMERIZAVEL (255424),-,-,Odontológico,150000.0,FOB,disponivel,Almox
9177841,RESINA SHOFU,RESINA SHOFU,BEUTIFIL FLOW PLUS,Odontológico,0.0,un,disponivel,Almox
8985260,RESINA SHOFU,RESINA SHOFU,BEUTIFIL FLOW PLUS F01 (A2),Odontológico,0.0,un,disponivel,Almox
8977135,RESINA SHOFU,RESINA SHOFU,BEUTIFIL FLOW PLUS F02 (A3),Odontológico,0.0,un,disponivel,Almox
5953499,RESINAS COMPOSTAS (225754),RESINA COMPOSTA ULTRADENT,FORMA  BA1,Odontológico,140000.0,un,disponivel,Almox
8789525,RESINAS COMPOSTAS (225754),RESINA COMPOSTA ULTRADENT,FORMA  DA1,Odontológico,100000.0,un,disponivel,Almox
8789517,RESINAS COMPOSTAS (225754),RESINA COMPOSTA ULTRADENT,FORMA  EA1,Odontológico,100000.0,un,disponivel,Almox
9465766,RESINAS COMPOSTAS (225754),RESINA COMPOSTA ULTRADENT,FORMA  BA2,Odontológico,70000.0,un,disponivel,Almox
8775745,RESINAS COMPOSTAS (225754),RESINA COMPOSTA ULTRADENT,FORMA DA2,Odontológico,20000.0,un,disponivel,Almox
5948550,RESINAS COMPOSTAS (225754),RESINA COMPOSTA ULTRADENT,FORMA BA3,Odontológico,80000.0,un,disponivel,Almox
6207189,RESINAS COMPOSTAS (225754),RESINA COMPOSTA ULTRADENT,FORMA DA3,Odontológico,70000.0,un,disponivel,Almox
5948525,RESINAS COMPOSTAS (225754),RESINA COMPOSTA ULTRADENT,FORMA EB1,Odontológico,130000.0,un,disponivel,Almox
5949130,RESINAS COMPOSTAS (225754),RESINA COMPOSTA ULTRADENT,FORMA EB2,Odontológico,120000.0,un,disponivel,Almox
8615560,RESINAS COMPOSTAS (225754),RESINA COMPOSTA ULTRADENT,FORMA BC1,Odontológico,140000.0,un,disponivel,Almox
5949050,RESINAS COMPOSTAS (225754),RESINA COMPOSTA ULTRADENT,FORMA BC2,Odontológico,200000.0,un,disponivel,Almox
9782540,RESINAS COMPOSTAS (225754),RESINA COMPOSTA 3M,Z350(COBC3),Odontológico,50000.0,un,disponivel,Almox
8542694,RESINAS COMPOSTAS (225754),RESINA OPUS BULK FILL APS (A1),FGM,Odontológico,70000.0,un,disponivel,Almox
8542716,RESINAS COMPOSTAS (225754),RESINA FILTEK ONE BULK FILL,3M SOLVENTUM,Odontológico,110000.0,un,disponivel,Almox
9614621,RESINAS COMPOSTAS (225754),RESINA SHOFU,BEUTIFIL (COR BW),Odontológico,70000.0,un,disponivel,Almox
9614699,RESINAS COMPOSTAS (225754),RESINA SHOFU,BEUTIFIL (COR A1),Odontológico,60000.0,un,disponivel,Almox
8662665,RIBBON (354449),-,-,Informática,100000.0,FOB,disponivel,Almox
9225076,RIVA LUTING KIT,RIVA LUTING KIT,SDI,Odontológico,0.0,un,disponivel,Almox
237345,RÉGUAS (10499),-,-,Papelaria,160000.0,FOB,disponivel,Almox
5585961,SABONETE (218367),-,SHOW CLEAN,Limpeza,160000.0,un,disponivel,Almox
5747171,SACO PLASTICO DESCARTAVEL (255173),-,-,Descartáveis Higiene e Limpeza,1000000.0,un,disponivel,Almox
8430268,"SACO PLASTICO DESCARTAVEL DE POLIROPILENO,(20X30)CM, TRANSPARENTE",-,RIO PARDO,Descartáveis Higiene e Limpeza,0.0,un,disponivel,e-mail padronizados@fob.usp.br
8290385,"SACO PLASTICO DESCARTAVEL DE POLIROPILENO,(30X40)CM, TRANSPARENTE",-,RIO PARDO,Descartáveis Higiene e Limpeza,0.0,un,disponivel,e-mail padronizados@fob.usp.br
9616802,"SACO PLASTICO DESCARTAVEL DE POLIROPILENO,(40X60)CM, TRANSPARENTE",-,RIO PARDO,Descartáveis Higiene e Limpeza,0.0,un,disponivel,Almox
9660178,"SACO PLASTICO DESCARTAVEL DE POLIROPILENO,(60X80)CM, TRANSPARENTE",-,RIO PARDO,Descartáveis Higiene e Limpeza,0.0,un,disponivel,e-mail padronizados@fob.usp.br
9129456,SACO PLASTICO PARA EMBALAGEM (350141),-,RIO PARDO,Descartáveis Higiene e Limpeza,1230000.0,un,disponivel,Almox
97541113,SCOTCH BOND PRIMER,SCOTCH BOND PRIMER,3M SOLVENTUM,Odontológico,0.0,un,disponivel,Almox
10181059,SELANTE (224413),-,-,Odontológico,10000.0,FOB,disponivel,Almox
5562597,SERINGA (27740),-,MEDIX,Médico-Hospitalar,3700000.0,un,disponivel,Almox
5879213,SERINGA DESCARTAVEL (226092),-,MEDIX,Médico-Hospitalar,5800000.0,un,disponivel,Almox
7795351,SERINGA DESCARTAVEL (226092),-,MEDIX,Médico-Hospitalar,900000.0,un,disponivel,Almox
5663806,SERINGA DESCARTAVEL (226092),-,MEDIX,Médico-Hospitalar,5200000.0,un,disponivel,Almox
6061451,SERINGA DESCARTAVEL (226092),-,MEDIX,Médico-Hospitalar,1010000.0,un,disponivel,Almox
5940729,SERINGA DESCARTAVEL (226092),-,-,Médico-Hospitalar,3550000.0,FOB,disponivel,Almox
6667554,SERINGA DESCARTAVEL (226092),-,-,Médico-Hospitalar,2720000.0,FOB,disponivel,Almox
6148255,SISTEMA ADESIVO (228125),SINGLE BOND UNIVERSAL,3M SOLVENTUM,Odontológico,90000.0,un,disponivel,Almox
9536310,SISTEMA ADESIVO (228125),SILANO,ANGELUS,Odontológico,70000.0,un,disponivel,Almox
9834460,SISTEMA ADESIVO (228125),SCOTCH BOND MULTIPURPOSE LIQ.,3M SOLVENTUM,Odontológico,20000.0,un,disponivel,Almox
10177698,SISTEMA ADESIVO (228125),FL BOND II KIT,SHOFU,Odontológico,70000.0,un,disponivel,Almox
9754113,SISTEMA ADESIVO (228125),-,-,Odontológico,90000.0,FOB,disponivel,Almox
10177620,SISTEMA ADESIVO (228125),-,-,Odontológico,50000.0,FOB,disponivel,Almox
9310290,SOLUCAO DESINFETANTE/ESTERILIZANTE (263095),-,PROLINK - - MODELO SEPTPROPLUS,Limpeza,110000.0,un,disponivel,Almox
9062416,SOLUCAO LIMPADORA ENZIMATICA (229644),-,TAMINI,Limpeza,140000.0,un,disponivel,Almox
5739403,"SOLUÇÃO DESINFETANTE BASE DE QUARTENARIO DE AMONIA 0,2%, FRASCO 1 LITRO",-,PROLINK - - MODELO SEPTPROPLUS,Limpeza,0.0,un,disponivel,Almox
8367256,"SSD 2.5"" SATA 6GB/S, DE 480 GB",-,-,Informática,0.0,un,disponivel,Almox
9771611,"SUPORTE PARA MONITOR,TIPO MESA,COM GAVETA,NA COR PRETA",-,SOUZA,Papelaria,0.0,un,disponivel,Almox
8201129,"TECLADO PARA MICROCOMPUTADOR ABNT2, 107 TECLAS, NA COR PRETA",-,-,Informática,0.0,un,disponivel,Almox
6505031,TESOURA ESCOLAR (221082),-,LYKE,Papelaria,100000.0,un,disponivel,e-mail padronizados@fob.usp.br
7982291,TESTE DE VITALIDADE PULPAR (249998),ICE TEST,IODONTOSUL,Odontológico,270000.0,un,disponivel,Almox
5631173,TINTA PARA CARIMBO (219827),-,STAR,Papelaria,100000.0,un,disponivel,e-mail padronizados@fob.usp.br
5945895,TIRA DE LIXA (227609),TIRA DE LIXA POLIESTER,MAQUIRA,Odontológico,120000.0,un,disponivel,Almox
8727708,TIRA DE LIXA (227609),TIRA DE LIXA AÇO INOX,MAQUIRA,Odontológico,70000.0,un,disponivel,Almox
8702446,TIRA REAGENTE PARA DETECCAO DE GLICOSE NO SANGUE (234460),-,CEPALAB/MEDSIGN,Médico-Hospitalar,470000.0,un,disponivel,e-mail padronizados@fob.usp.br
8923957,"TOALHA DE PAPEL INTERFOLHADA - INSTITUCIONAL PACOTE 1000,00 FOLHAS COM 2 DOBRAS",-,VEGAN,Descartáveis Higiene e Limpeza,0.0,un,disponivel,Almox
5586500,TOALHA DE PAPEL-SIMPLES-INTERFOLHADA INSTITUCIONAL (218871),-,-,Descartáveis Higiene e Limpeza,1180000.0,FOB,disponivel,Almox
8299285,"TOALHA DESCARTÁVEL EM NÃO TECIDO, NÃO ESTÉRIL, 30X40CM, COR BRANCA",-,SUPRIMED/DERMA PLUS,Descartáveis médico-hospitalar,0.0,un,disponivel,Almox
8287422,TOUCA CIRURGICA DESCARTAVEL (226599),-,SUPRIMED,Descartáveis médico-hospitalar,2290000.0,un,disponivel,Almox
10181089,ULTRADENT,ULTRADENT,PERMA SEAL,Odontológico,0.0,un,disponivel,Almox
8421510,VERNIZ (229482),CAVIITAF,CAVITAF,Odontológico,100000.0,un,disponivel,Almox
5679028,VERNIZ (229482),-,-,Odontológico,100000.0,FOB,disponivel,Almox
8979880,VERNIZ FLUORETADO (239925),VERNIZ FLUORETADO,VOCO,Odontológico,50000.0,un,disponivel,Almox
6222129,VITREMER GLAZE,VITREMER GLAZE,3M SOLVENTRUM,Odontológico,0.0,un,disponivel,Almox
8579857,"WEBCAM VIDEOCHAMADA FULL HD DE 1080P, VIDEOCHAMADA HD DE 720P",-,-,Informática,0.0,un,disponivel,Almox
8901511/9225196,ÁCIDO POLIACRILICO,-,BIODINÂMICA,Odontológico,0.0,un,disponivel,Almox
3034470,ÓXIDO DE ZINCO (62243),-,-,Odontológico,20000.0,FOB,disponivel,Almox
